Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kinh nghiệm,Hình thức,Yêu cầu,Khác,Link
sale online,CÔNG TY CỔ PHẦN THỜI TRANG PHAN NGUYỄN,6 Tr - 8 Tr VND,Hà Nội,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Dệt may / Da giày / Thời trang",1 - 2 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC-          Độ tuổi từ đủ 18 trở lên-          Ứng viên có kinh nghiệm sale online fanpage, web hoặc làm về sàn thương mại điện tử",Bằng cấp: Trung cấpĐộ tuổi: 22 - 30Lương: 6 Tr - 8 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/sale-online.35BDDE36.html
Nhân Viên Telesale Tĩnh mạch (Thu nhập 15-30tr/tháng),CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ AN HOÀNG GIA,15 Tr - 30 Tr VND,Hà Nội,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Tiếp thị trực tuyến , Y tế / Chăm sóc sức khỏe",1 - 3 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC- Có kinh nghiệm từ 6 tháng tại vị trí Telesale. Ưu tiên có kinh nghiệm mảng điều trị giãn tĩnh mạch.- Có kỹ năng giao tiếp và thuyết phục tốt, giọng nói dễ nghe.- Xử lý các tình huống và nắm bắt tâm lý khách hàng tốt.- Cầu tiến và có trách nhiệm cao trong công việc.- Có laptop cá nhânQuyền lợi được hưởng- Thu nhập: 15.000.000 – 30.000.000 VNĐ ( Lương cơ bản 6.000.000 – 12.000.000 VNĐ/tháng + phụ cấp 780.000 VNĐ/tháng + Thưởng doanh thu)- Được tham gia BHXH, BHYT khi ký HĐLĐ chính thức- Môi trường chuyên nghiệp, năng động, thân thiện, có cơ hội thăng tiến tốt.- Hưởng niềm vui chứ không chỉ phúc lợi: Sinh nhật hàng tháng, chế độ lễ, tết, hiếu, hỷ,..",Độ tuổi: Không giới hạn tuổiLương: 15 Tr - 30 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-telesale-tinh-mach-thu-nhap-15-30tr-thang.35BDDD71.html
Sales Manager,Công ty Cổ phần Prowtech International Vina,Cạnh tranh,Hồ Chí Minh,25/11/2023,Quản lý,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Quảng cáo / Đối ngoại / Truyền Thông",3 - 4 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC- Trình độ Đại học trở lên;- Có kinh nghiệm và kỹ năng quản lý;- Có kinh nghiệm trong ngành quảng cáo OOH;- Am hiểu lĩnh vực chuyên môn;- Có kỹ năng lên kế hoạch và trình bày một cách thuyết phục;- Khả năng giao tiếp, thuyết phục tự tin và khéo léo;- Có khả năng xử lý tình huống nhanh nhạy;- Là một người hòa đồng, tự chủ trong công việc và tư duy sáng tạo cao;- Có khả năng quản lý và chăm sóc, phát triển các mối quan hệ khách hàng tốt, đặc biệt trong quan hệ B2B;- Có khả năng quản lý công việc, khả năng làm việc trong môi trường áp lực cao;- Có tinh thần trách nhiệm, năng động, nhiệt tình, trung thực và minh bạch;- Có khả năng giao tiếp tiếng Anh tốt là một lợi thế.",Bằng cấp: Đại họcĐộ tuổi: 25 - 35Lương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/sales-manager.35BDDD23.html
Trực page,CÔNG TY CỔ PHẦN THỜI TRANG PHAN NGUYỄN,6 Tr - 8 Tr VND,Hà Nội,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Dệt may / Da giày / Thời trang",1 - 2 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC-          Giới tính: Nam/Nữ-          Độ tuổi từ đủ 18 trở lên-          Ứng viên có kinh nghiệm sale online fanpage, web hoặc làm về sàn thương mại điện tử",Bằng cấp: Trung cấpĐộ tuổi: 22 - 30Lương: 6 Tr - 8 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/truc-page.35BDDE6D.html
Chuyên viên Sản phẩm - Vật tư Tiêu Hao (có kinh nghiệm điều dưỡng),CÔNG TY TNHH Y TẾ VIỆT TIẾN,Cạnh tranh,Hồ Chí Minh,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Y tế / Chăm sóc sức khỏe",2 - 4 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCBiết cách xác lập chiến lược, kế hoạch và mục tiêu phát triển bản thân phù hợp với mục tiêu phát triển của Công ty.Quản lý rủi ro, xử lý tình huống tốt.Khả năng làm việc độc lập và làm việc nhóm .Thành thạo các kỹ năng Word, Excel, and Powerpoint.Hoạt động hướng tới khách hàng & tư duy dịch vụ.",Bằng cấp: Đại họcĐộ tuổi: 25 - 30Lương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-san-pham-vat-tu-tieu-hao-co-kinh-nghiem-dieu-duong.35BDDEAB.html
Nhân viên kinh doanh,Công ty Cổ Phần Thực Phẩm Hợp Nhất,10 Tr - 15 Tr VND,Long An,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Thực phẩm & Đồ uống",2 - 4 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCGiao tiếp nhẹ nhàng, thân thiện, biết lắng nghe và chia sẻ;Năng động, nhiệt tình, ham học hỏi, có khả năng chịu được áp lực công việc;Có kinh nghiệm bán hàng, tư vấn dịch vụ khách hàng và yêu thích công việc tương tác qua điện thoạiĐịa chỉ phỏng vấn: Lô H.05B đường số 2, KCN Long Hậu ấp 3 xã Long Hậu, huyện Cần Giuộc, tỉnh Long An",Bằng cấp: Đại họcĐộ tuổi: 24 - 40Lương: 10 Tr - 15 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh.35BDDD67.html
CHUYÊN VIÊN CONTENT MARKETING,CÔNG TY TNHH THỰC PHẨM MINH KHÁNH LONG,9 Tr - 15 Tr VND,Hà Nội,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Thực phẩm & Đồ uống , Nhà hàng / Khách sạn",1 - 2 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC  Tốt nghiệp từ đại học   Có tối thiểu 1 năm kinh nghiệm  Nữ, tuổi từ 22-30.   Có khả năng làm content đa phong cách, bắt kịp xu hướng, áp dụng trong các nội dung content của fanpage, youtube.   Yêu thích ăn uống, đam mê, có kiến thức về ẩm thực.   Có khả năng sáng tạo, khả năng tư duy logic, vui tính, hòa đồng   Tinh thần làm việc độc lập, hoạt động teamwork tốt.",Độ tuổi: 22 - 30Ngày nghỉ: Nghỉ 04 ngàyLương: 9 Tr - 15 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-content-marketing.35BDDD2F.html
Nhân viên Sales online,Tập Đoàn DTGROUP,10 Tr - 15 Tr VND,Hà Nội,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",1 - 2 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC- Có kinh nghiệm về thời trang là 1 lợi thế - Đã có kinh nghiệm làm Sale : tối thiểu 1 năm- Có trách nhiệm với công việc - Có kinh nghiệm bán hàng, siêng năng và nhanh nhẹn. - Dùng máy tính thành thạo- Tốt nghiệp Cao Đẳng/ Đại học","Bằng cấp: Cao đẳngPhụ cấp khác:- Trả phép bằng tiền mặt khi không nghỉ hết.- Tham gia đầy đủ các loại BHXH sau thử việc- Lộ trình thăng tiến rõ ràng.- Văn hóa công ty lâu đời (gần 30 năm), ghi nhận tưởng thưởng xứng đángĐộ tuổi: 25 - 40Phúc lợi:- Thử việc 2 tháng nhận 85% lương- Tăng lương định kỳ, khi không vi phạm nội quy- Môi trường sạch sẽ, an toàn, chuyên nghiệp.- Thưởng theo chế độ công ty: Tháng lương 13, thưởng doanh thu.......Lương: 10 Tr - 15 Tr VND",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-sales-online.35BDDDB9.html
Marcom Manager,CÔNG TY TNHH DHARMA VIỆT NAM,Cạnh tranh,Hà Nội,25/11/2023,Trưởng nhóm / Giám sát,"Tiếp thị / Marketing , Truyền hình / Báo chí / Biên tập , Quảng cáo / Đối ngoại / Truyền Thông",2 - 5 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCTrình độ chuyên môn:Tốt nghiệp đại học (chuyên ngành marketing, kinh tế, quản trị kinh doanh, báo chí tuyên truyền hoặc tương đương)Kiến thức và kỹ năng:Lập kế hoạch trong phạm vi chức năng công việcKhả năng bám sát tiến độ, kiểm soát và hỗ trợ thực hiện kế hoạch đạt mục tiêu đề ra.Tư duy sáng tạo trong xây dựng, biên tập nội dungKỹ năng quản trị nội dung, nhận diện thương hiệuĐàm phán hợp đồng và các nguyên tắc cho AgencyKỹ năng xây dựng mối quan hệ với cơ quan báo chíThành thạo các phần mềm tin học văn phòng (Word, Excel, PowerPoint, v.v.) và chỉnh sửa media cơ bảnTiếng Anh giao tiếp và phiên dịch cơ bảnKinh nghiệm công tác:Tối thiểu 1 năm làm việc, ưu tiên trong lĩnh vực thời trang, làm đẹp tại vị trí tương đương.",Bằng cấp: Cao đẳngĐộ tuổi: Không giới hạn tuổiLương: Cạnh tranh,https://careerbuilder.vn/vi/tim-viec-lam/marcom-manager.35BDDD29.html
Nhân Viên Kinh Doanh,Công ty sản xuất Hàng Tiêu Dùng Bình Tân,10 Tr - 12 Tr VND,Hồ Chí Minh,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán hàng / Kinh doanh",Trên 1 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCƯu tiên Nam, có kinh nghiệm bán hàng, tiếp thị ngành hàng tiêu dùng là một lợi thế.Nhanh nhẹn, hoạt bát, có khả năng thuyết phục, đàm phán.Có thể đi công tác.Địa điểm làm việc: 1016A, Hương Lộ 2, Bình Trị Đông A, Bình Tân, TP. HCM","Bằng cấp: Trung cấpGiới tính: NamPhụ cấp khác:- Thưởng hoa hồng khi đạt doanh thu.- Thưởng sáng kiến cải tiến, khen thưởng hoàn thành công việcThời gian thử việc: 2 tháng, Bữa trưa miễn phí tại công tyCơ hội huấn luyện: - Được hỗ trợ đào tạo nâng cao kỹ năng chuyên môn, phát triển sự nghiệp.Độ tuổi: 22 - 40Thời gian làm việc: Nghỉ chiều thứ 7 và Chủ nhậtĐồng nghiệp:- Môi trường làm việc cởi mở, hiện đại, đề cao sự sáng tạo.- Văn hóa trao đổi thẳng thắn, hỗ trợ tận tình, đồng nghiệp thân thiện.Phúc lợi:- Đi công tác bằng xe của Công ty.- Tham gia đầy đủ các loại bảo hiểm theo quy định: BHXH, BHYT, BHTN, BH tai nạn.- Chế độ phép năm, chăm sóc sức khỏe, nghỉ mát, sinh nhật, ăn trưa, quà tặng lễ tết…- Lương tháng 13, xét tăng lương định kỳ mỗi năm.Lương: 10 Tr - 12 Tr VND",https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh.35BDDCE6.html
Business Development (Kênh Phân Phối),Công ty TNHH Sky Pak,10 Tr - 20 Tr VND,Hồ Chí Minh,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán hàng / Kinh doanh",1 - 5 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCƯu tiên Nam, độ tuổi từ 24 - 35 và tốt nghiệp Cao Đẳng/ Đại học trở lên.Tối thiểu 1 năm kinh nghiệm làm việc trong lĩnh vực Sales, đặc biệt là Sale B2B hoặc lĩnh vực sản xuất công nghiệp.Siêng năng, ham học hỏi, chịu được áp lực và mong muốn cơ hội thăng tiến rõ ràng.Kỹ năng giao tiếp và thuyết phục tốt, có khả năng xây dựng và duy trì mối quan hệ kinh doanh.Thành thạo tin học văn phòng, có xe máy, laptop và smartphone.",Bằng cấp: Cao đẳngThời gian thử việc: 2 thángĐộ tuổi: Trên 24Thời gian làm việc: Thứ 2 - Thứ 6Lương: 10 Tr - 20 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/business-development-kenh-phan-phoi.35BE1BC2.html
Nhân viên chăm sóc khách hàng,Công Ty TNHH Liên Thái Bình (Panservices Hà Nội),450 - 700 USD,Hà Nội,25/11/2023,Nhân viên,"Tư vấn , Quảng cáo / Đối ngoại / Truyền Thông , Tiếp thị / Marketing",Trên 2 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCIV. Yêu cầu công việc:- Giới tính: Nữ, từ 22 tuổi trở lên, cao trên 1,59m, nhanh nhẹn ngoại hình ưa nhìn, không nói ngọng- Tốt nghiệp Đại học trở lên, chuyên ngành Quản trị kinh doanh, Kinh tế thương mại, Quản trị khách sạn du lịch hoặc các ngành tương đương - Có ít nhất 02 năm kinh nghiệm làm việc trở lên , ưu tiên ngành nghề dịch vụ - Giao tiếp tốt tiếng Anh  - Thành thạo vi tính văn phòng (Words, Excel, PowerPoint, ...) , các ứng dụng Internet, Microsoft Office, Website, Facebook, … và các phần mềm CRM- Làm việc tại văn phòng Công ty Pan Services Hà Nội- Làm việc theo giờ hành chính 6 ngày/tuần (Được nghỉ chiều thứ 7 nếu hoàn thành công việc)",Bằng cấp: Đại họcGiới tính: NữĐộ tuổi: Trên 22Lương: 450 - 700 USD,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang.35BE1B07.html
Nhân viên Phát triển Thị trường,Công ty TNHH Sky Pak,10 Tr - 20 Tr VND,Hồ Chí Minh,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán hàng / Kinh doanh",1 - 5 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆCƯu tiên Nam, độ tuổi từ 24 - 35 và tốt nghiệp Cao Đẳng/ Đại học trở lên.Tối thiểu 1 năm kinh nghiệm làm việc trong lĩnh vực Sales, đặc biệt là Sale B2B hoặc lĩnh vực sản xuất công nghiệp.Siêng năng, ham học hỏi, chịu được áp lực và mong muốn cơ hội thăng tiến rõ ràng.Kỹ năng giao tiếp và thuyết phục tốt, có khả năng xây dựng và duy trì mối quan hệ kinh doanh.Thành thạo tin học văn phòng, có xe máy, laptop và smartphone.",Bằng cấp: Cao đẳngThời gian thử việc: 2 thángĐộ tuổi: 24 - 35Thời gian làm việc: Thứ 2 - Thứ 6Lương: 10 Tr - 20 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-phat-trien-thi-truong.35BE1BAF.html
"[Quận 1, HCM] Sales Staff (16M - 20M) (23150)",Công Ty TNHH Reeracoen Việt Nam,16 Tr - 20 Tr VND,Hồ Chí Minh,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",1 - 3 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC- Tốt nghiệp đại học/cao đẳng chuyên ngành quản trị kinh doanh, marketing, kinh tế hoặc tương đương- Tiếng Anh: Trình độ trung cấp- Có ít nhất 1 năm kinh nghiệm Sales ngành bao bì nhựaƯu tiên:- Có kinh nghiệm đóng gói màng nhựa- Đã từng làm việc cho công ty trong lĩnh vực phim phức hợp",Bằng cấp: Cao đẳngĐộ tuổi: 26 - 35Lương: 16 Tr - 20 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/quan-1-hcm-sales-staff-16m-20m-23150.35BE1B79.html
Nhân viên Thiết kế,Golden Asia Media,10 Tr - 15 Tr VND,Hồ Chí Minh,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Tư vấn",Not Define,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC-        Độ tuổi: 2000 - 1997-        Cẩn thận, trung thực, nhanh nhẹn, sáng tạo và tinh thần trách nhiệm cao-        Có mục tiêu, hoài bão, đam mê, nhiệt huyết trong công việc-        Chịu được áp lực trong công việc, Có tinh thần học hỏi-        Có từ 1 năm kinh nghiệm trong lĩnh vực thiết kế đồ họa-        Tốt nghiệp chuyên ngành thiết kế đồ họa hoặc các chuyên ngành có liên quan đến truyền thông-        Thành thạo các phần mềm thiết kế đồ họa: Adobe Illustrator , Adobe Photoshop.-        Biết sử dụng thêm các phần mềm như: Adobe After Effects, Adobe Premiere là lợi thế.-        Ưu tiên ứng viên có kinh nghiệm trong lĩnh vực liên quan (Không có kinh nghiệm sẽ được training)",Bằng cấp: Đại họcĐộ tuổi: 22 - 25Lương: 10 Tr - 15 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-thiet-ke.35BE1B50.html
Nhân Viên/ Chuyên Viên Marketing,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ CÔNG NGHIỆP VINA GREEN,6 Tr - 15 Tr VND,Cần Thơ,25/11/2023,Nhân viên,"Tiếp thị / Marketing , Thực phẩm & Đồ uống , Kiến trúc",1 - 3 Năm,Nhân viên chính thức,"YÊU CẦU CÔNG VIỆC• Có khả năng sử dụng các công cụ thiết kế.• Tốt nghiệp cao đẳng, đại học chuyên ngành Marketing/ Quảng cáo, Quản trị kinh doanh.• Kiến thức chuyên sâu về Marketing, Thương hiệu, Digital Marketing.• Kinh nghiệm làm việc từ 02 năm trở lên tại vị trí Marketing/PR.• Tư duy dịch vụ Khách hàng, tư duy chiến lược và tư duy phân tích số liệu.• Kỹ năng trình bày, thuyết phục & truyền cảm hứng.• Khả năng sáng tạo & kiến tạo sự đổi mới.• Kỹ năng giao tiếp và giải quyết vấn đề.• Tinh thần trách nhiệm công việc – làm việc nhóm cao (phối hợp với các thành viên trong team đạt được mục tiêu công việc).• Sẳn sàng đi công tác khi công ty có yêu cầu.",Bằng cấp: Cao đẳngĐộ tuổi: 20 - 35Lương: 6 Tr - 15 Tr VND,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-chuyen-vien-marketing.35BE1AC5.html
