Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
Group Brand ManagerHeadhunt jobs,Navigos Search,Th??ng l??ng,H? Chí Minh,24/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông",Branding Marketer,https://www.vietnamworks.com/group-brand-manager-22-1718086-jv?source=searchResults&searchType=2&placement=1718136&sortBy=date
HR Executive (Chinese)Headhunt jobs,Navigos Search'S Client,Th??ng l??ng,H? Chí Minh,23/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Chinese, Nhân S?, Tuy?n D?ng, HR, Admin",https://www.vietnamworks.com/hr-executive-chinese-1717627-jv?source=searchResults&searchType=2&placement=1717677&sortBy=date
(Ti?ng Trung) Chuyên Viên Truy?n Thông | Upto 20Tr/tháng,Công Ty C? Ph?n ??u T? Th??ng M?i D?ch V? Diamond HOME,$870 - $1000,Hà N?i,11/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Truy?n Thông, Marketing Tr?c Tuy?n, Photoshop, Ti?ng Trung, Thi?t K? ?? H?a",https://www.vietnamworks.com/tieng-trung-chuyen-vien-truyen-thong-upto-20tr-thang-1713660-jv?source=searchResults&searchType=2&placement=1713660&sortBy=date
Nhân Viên Qu?n Lý Website,Công Ty TNHH ??u T? Xây D?ng Th??ng M?i Sky Group,$400 - $900,H? Chí Minh,27/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Qu?n Tr? Web, Qu?ng Cáo Truy?n Thông, SEO Website, SEO Knowledge",https://www.vietnamworks.com/nhan-vien-quan-ly-website-12-1703351-jv?source=searchResults&searchType=2&placement=1703351&sortBy=date
Digital Marketing Team LeadUrgent job,VietnamWorks' Client,$2000 - $2500,Qu?c t?,04/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","English Speaking Skill, Management, Marketing Creation, Digital Marketing",https://www.vietnamworks.com/digital-marketing-team-lead--1721644-jv?source=searchResults&searchType=2&placement=1721644&sortBy=date
Digital Marketing & SEO,MBS 87 Business & Travel,Th??ng l??ng,H? Chí Minh,27/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","SEO, Online Marketing, Digital Marketing, Marketing Campaign, Google Adwords",https://www.vietnamworks.com/digital-marketing-seo--1708024-jv?source=searchResults&searchType=2&placement=1708024&sortBy=date
Brand Manager Salary Upto 1000$,"Pure Group Production & Trading Co.,Ltd",T?i $1000,Hà N?i,27/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Brand Manager, Marketing, Ti?ng Anh, Digital Marketing",https://www.vietnamworks.com/brand-manager-salary-upto-1000-1705365-jv?source=searchResults&searchType=2&placement=1705365&sortBy=date
Digital Marketing/nhân Viên Qu?ng CáoUrgent job,Công Ty TNHH D?ch V? T? V?n Bát Gi?i,Th??ng l??ng,H? Chí Minh,18/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Ti?ng Trung, Digital Marketing, Qu?ng Cáo, Truy?n Thông, Marketing Planning",https://www.vietnamworks.com/digital-marketing-nhan-vien-quang-cao--1715045-jv?source=searchResults&searchType=2&placement=1715045&sortBy=date
"Senior Officer, Digital Content Creator",Techcombank,Th??ng l??ng,Hà N?i,29/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Content Development, Digital Marketing, SEO Knowledge, Social Media Campaign, Photography",https://www.vietnamworks.com/senior-officer-digital-content-creator-1719916-jv?source=searchResults&searchType=2&placement=1719916&sortBy=date
Senior Digital Marketing (Up to 1.200$) - M?ng Th?i Trang,Công Ty C? Ph?n Canifa,$500 - $1200,Hà N?i,06/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Facebook, Digital Performance, Fashion",https://www.vietnamworks.com/senior-digital-marketing-up-to-1-200-mang-thoi-trang--1722166-jv?source=searchResults&searchType=2&placement=1722166&sortBy=date
Digital Marketing JuniorUrgent job,"HDWEBSOFT Co., Ltd",Th??ng l??ng,H? Chí Minh,11/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Social Media, SEO, SEM, Digital Marketing, Digital Marketing Tools",https://www.vietnamworks.com/digital-marketing-junior--1713357-jv?source=searchResults&searchType=2&placement=1713357&sortBy=date
Chuyên Viên Ti?p Th? Liên K?t (Affiliate MKT)Urgent job,H? Th?ng Siêu Th? ?i?n Máy HC,Th??ng l??ng,Hà N?i,29/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Sàn Th??ng M?i ?i?n T?, Qu?n Lý Booking, Affiliate Marketing, Livestream, Content",https://www.vietnamworks.com/chuyen-vien-tiep-thi-lien-ket-affiliate-mkt-1720101-jv?source=searchResults&searchType=2&placement=1720101&sortBy=date
Social Marketing,Công Ty C? Ph?n Xây D?ng H?p L?c,Th??ng l??ng,Hà N?i,14/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Social Marketing, Social Media Marketing, Sáng T?o N?i Dung, Campaign Marketing, Insight Market Analysis",https://www.vietnamworks.com/social-marketing--1725226-jv?source=searchResults&searchType=2&placement=1725226&sortBy=date
Marketing,Công Ty C? Ph?n K-Beauty Worldwide Vi?t Nam,Th??ng l??ng,H? Chí Minh,06/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Content Marketing, Digital Marketing, SEO, Truy?n Thông, Qu?ng Cáo",https://www.vietnamworks.com/marketing--1718698-jv?source=searchResults&searchType=2&placement=1718698&sortBy=date
Chuyên Viên Digital Marketing,Công Ty CP B?t Gi?t Lix,Th??ng l??ng,H? Chí Minh,06/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Facebook Ads, Youtube Advertising, Tiktok Ads, Marketing Analytics",https://www.vietnamworks.com/chuyen-vien-digital-marketing--1722272-jv?source=searchResults&searchType=2&placement=1722272&sortBy=date
Technical SEO Specialist,The Away Group Viet Nam LTD,Th??ng l??ng,H? Chí Minh,06/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","SEO, Digital Marketing, Website, Content, Search Engine Optimization",https://www.vietnamworks.com/technical-seo-specialist-1722080-jv?source=searchResults&searchType=2&placement=1722080&sortBy=date
Sale Specialist In Digital Marketing [Oversea Job In Kuala Lumpur],Tdcx Malaysia SDN. BHD,T? $1000,Qu?c t?,01/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Sales Funnel Optimization, Sales Oriented, Marketing Tr?c Tuy?n, Consulting",https://www.vietnamworks.com/sale-specialist-in-digital-marketing-oversea-job-in-kuala-lumpur-1721327-jv?source=searchResults&searchType=2&placement=1721327&sortBy=date
Digital Marketing Executive,RT Holdings,Th??ng l??ng,H? Chí Minh,05/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Online Marketing, SEO, Social Media",https://www.vietnamworks.com/digital-marketing-executive-609--1721879-jv?source=searchResults&searchType=2&placement=1721879&sortBy=date
Marketing Specialist,Maple Labs,$700 - $1500,H? Chí Minh,24/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Google Ads, Facebook Marketing, Mobile Ads, Analytic Skill",https://www.vietnamworks.com/marketing-specialist--1705964-jv?source=searchResults&searchType=2&placement=1705964&sortBy=date
Multibrand Ecom Marcom Lead,Tam Son International Joint Stock Company,Th??ng l??ng,Hà N?i,08/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","E-commerce, Digital Marketing, Data-Driven, Marketing Strategy, Customer Engagement",https://www.vietnamworks.com/multibrand-ecom-marcom-lead-1723380-jv?source=searchResults&searchType=2&placement=1723380&sortBy=date
Tr??ng Nhóm/ Phó Phòng Digital Marketing (Làm Vi?c T?i Media Agency),Taj Vi?t Nam,Th??ng l??ng,Hà N?i,08/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Truy?n Thông, Media",https://www.vietnamworks.com/truong-nhom-pho-phong-digital-marketing-lam-viec-tai-media-agency-1723119-jv?source=searchResults&searchType=2&placement=1723119&sortBy=date
Chuyên Viên Marketing (M?c L??ng Upto 40M),Công Ty C? Ph?n HTC Vi?n Thông Qu?c T?,$1000 - $1500,Hà N?i,15/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, L?p K? Ho?ch Marketing, Qu?n Lý Ngân Sách, Truy?n Thông, Agency Coordination",https://www.vietnamworks.com/chuyen-vien-marketing-muc-luong-upto-40m-1725696-jv?source=searchResults&searchType=2&placement=1725696&sortBy=date
Digital MarketingUrgent job,Công Ty TNHH Giáo D?c Ch?n Thanh - Arkki,$800 - $1000,H? Chí Minh,01/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Giáo D?c, Content, Social Media, Marketing Management",https://www.vietnamworks.com/digital-marketing--1720829-jv?source=searchResults&searchType=2&placement=1720829&sortBy=date
Nhân Viên Digital MKTUrgent job,Công Ty TNHH SSP CORPORATION,$500 - $500,H? Chí Minh,15/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Planning, Digital Marketing, SEO Writing, Google Adwords, Phát Tri?n Th??ng Hi?u",https://www.vietnamworks.com/nhan-vien-digital-mkt--1692366-jv?source=searchResults&searchType=2&placement=1692366&sortBy=date
Nhân Viên Digital Marketing,Công Ty C? Ph?n ??u T? T&L Vi?t Nam,$1000 - $1800,Hà N?i,30/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Facebook Ads, Tiktok Ads, Truy?n Thông Th??ng Hi?u, ?? Xu?t Ph??ng Án, Digital Marketing",https://www.vietnamworks.com/nhan-vien-digital-marketing--1720371-jv?source=searchResults&searchType=2&placement=1720371&sortBy=date
Tuy?n D?ng Qu?n Lý Sáng T?o N?i Dung Tiktok,Công Ty Truy?n Thông R - Media,$600 - $800,Hà N?i,30/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Content, Marketing Tr?c Tuy?n, Truy?n Thông, Báo Chí, Tiktok Ads",https://www.vietnamworks.com/tuyen-dung-quan-ly-sang-tao-noi-dung-tiktok-1720774-jv?source=searchResults&searchType=2&placement=1720774&sortBy=date
Paid Marketing,Ibibo,Th??ng l??ng,H? Chí Minh,23/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Marketing Campaign, SEM, SEO Campaigns",https://www.vietnamworks.com/paid-marketing-1717839-jv?source=searchResults&searchType=2&placement=1717839&sortBy=date
Nhân Viên Editor TiktokUrgent job,Công Ty Truy?n Thông R - Media,$600 - $800,Hà N?i,30/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Truy?n Thông Online, Tiktok Ads, Online Marketing, Editing, Manager",https://www.vietnamworks.com/nhan-vien-editor-tiktok-1720705-jv?source=searchResults&searchType=2&placement=1720705&sortBy=date
Nhân Viên V?n Hành Sàn TM?T (Shopee- Tiktok),Công Ty C? Ph?n ??u T? T&L Vi?t Nam,Th??ng l??ng,Hà N?i,30/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Facebook Ads, Tiktok Ads, Truy?n Thông Th??ng Hi?u, ?? Xu?t Ph??ng Án, Digital Marketing",https://www.vietnamworks.com/nhan-vien-van-hanh-san-tmdt-shopee-tiktok-1720572-jv?source=searchResults&searchType=2&placement=1720572&sortBy=date
SEO SpecialistUrgent job,Jio Health,Th??ng l??ng,H? Chí Minh,30/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","SEO, Digital Marketing, Project Management, Technical Skill",https://www.vietnamworks.com/seo-specialist--1720642-jv?source=searchResults&searchType=2&placement=1720642&sortBy=date
Marketing Executive,Công Ty TNHH Becamex Tokyu,Th??ng l??ng,Bình D??ng,30/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","English, Product Marketing, SEO, Google Ads, Social Media Marketing",https://www.vietnamworks.com/marketing-executive--1720510-jv?source=searchResults&searchType=2&placement=1720510&sortBy=date
Optimization & Growth Manager,Maison Retail Management International,Th??ng l??ng,H? Chí Minh,14/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Campaign Marketing, Business Administration, Campaign Planning, Analytical Skill, Finance",https://www.vietnamworks.com/optimization-growth-manager-1712847-jv?source=searchResults&searchType=2&placement=1712847&sortBy=date
"Digital Marketing/ Nhân Viên Qu?ng Cáo (Facebook Ads, Google Ads) Upto 30 Tri?u/tháng",Tr??ng Cao ??ng Ngh? Công Ngh? Và K? Thu?t Tr?n H?ng ??o,$650 - $1300,Hà N?i,29/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Qu?ng Cáo, Marketing Online, Google Ads, Phân Tích D? Li?u, Content Marketing",https://www.vietnamworks.com/digital-marketing-nhan-vien-quang-cao-facebook-ads-google-ads-upto-30-trieu-thang-1720144-jv?source=searchResults&searchType=2&placement=1720144&sortBy=date
Nhân Viên Truy?n Thông K? Thu?t S?/ Digital Associate,Công Ty C? Ph?n D??c Ph?m ??t Vi Phú ( DAVIPHARM ),Th??ng l??ng,H? Chí Minh,13/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Truy?n Thông, Qu?ng Cáo, Truy?n Thông Th??ng Hi?u, Thi?t K?, Marketing Tr?c Tuy?n",https://www.vietnamworks.com/nhan-vien-truyen-thong-ky-thuat-so-digital-associate--1724660-jv?source=searchResults&searchType=2&placement=1724660&sortBy=date
Chuyên Viên Digital Marketing (Senior Digital Marketing),Công Ty CP Qu?ng Cáo K? Thu?t S? Vi?t (Vds),Th??ng l??ng,H? Chí Minh,13/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Google, Content Marketing, SEO, Social Media",https://www.vietnamworks.com/chuyen-vien-digital-marketing-senior-digital-marketing-1724421-jv?source=searchResults&searchType=2&placement=1724421&sortBy=date
Nhân Viên Digital Marketing,Công Ty C? Ph?n D??c Ph?m Thái Minh,Th??ng l??ng,Hà N?i,21/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Ads Campaign, Marketing Planning, Xây D?ng N?i Dung, Chi?n D?ch Truy?n Thông",https://www.vietnamworks.com/nhan-vien-digital-marketing--1716863-jv?source=searchResults&searchType=2&placement=1716863&sortBy=date
Social Media ManagerUrgent job,Chi Communications,Th??ng l??ng,H? Chí Minh,28/11/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Media, PR Communication, Advertisement Management, Facebook Ads, Content Creating",https://www.vietnamworks.com/social-media-manager--1719427-jv?source=searchResults&searchType=2&placement=1719427&sortBy=date
Campaign Manager - Business Analyst,United Overseas Bank (Vietnam) Limited (UOB Vietnam),Th??ng l??ng,H? Chí Minh,12/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Campaign Management, Business Analysis, Credit Card Analytics, Personal Loans",https://www.vietnamworks.com/campaign-manager-business-analyst-1724142-jv?source=searchResults&searchType=2&placement=1724142&sortBy=date
Chuyên Viên Digital Marketing,Công Ty C? Ph?n Y T? Ishii,$650 - $1100,H? Chí Minh,21/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Content Marketing, SEO, SEM, Editing Video",https://www.vietnamworks.com/chuyen-vien-digital-marketing--1717050-jv?source=searchResults&searchType=2&placement=1717050&sortBy=date
Chuyên Viên Marketing - Digital/ Performance/ Content/ Design/ MKT Tri?n Khai,GSM,$800 - $1100,Hà N?i,11/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Marketing Tr?c Tuy?n, Content, Design, Digital Marketing Performance, Qu?n Tr? N?i Dung Website",https://www.vietnamworks.com/chuyen-vien-marketing-digital-performance-content-design-mkt-trien-khai-1723734-jv?source=searchResults&searchType=2&placement=1723734&sortBy=date
Associate Performance Marketing Manager,Traveloka - Successful Startup,Th??ng l??ng,H? Chí Minh,30/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Search Engine Marketing, Paid ADS, Google Ads Display, Facebook Ads, Paid Search Campaigns",https://www.vietnamworks.com/associate-performance-marketing-manager-1721033-jv?source=searchResults&searchType=2&placement=1721033&sortBy=date
Media Marketing ExecutiveUrgent job,Công Ty TNHH M?t Thành Viên Soul Retreats,$500 - $700,H? Chí Minh,20/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Insights Analytic, Marketing Campaign, Marketing Planning, Vi?t N?i Dung Qu?ng Cáo, Ý T??ng Sáng T?o",https://www.vietnamworks.com/media-marketing-executive--1716397-jv?source=searchResults&searchType=2&placement=1716397&sortBy=date
Chuyên Viên Hi?u Su?t Marketing (Peformance Digital Marketing Speacialist),Công Ty C? Ph?n Th??ng M?i Calen,$1000 - $1500,H? Chí Minh,30/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Data Analysis, Content Marketing, Performance Marketing, SEO",https://www.vietnamworks.com/chuyen-vien-hieu-suat-marketing-peformance-digital-marketing-speacialist-1720656-jv?source=searchResults&searchType=2&placement=1720656&sortBy=date
Chuyên Viên Digital Marketing (20 - 25 Tri?u),Công Ty C? Ph?n Anvy,$700 - $1000,Hà N?i,28/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Social Media, SEO, Google Ads, Digital Marketing, Landing Page",https://www.vietnamworks.com/chuyen-vien-digital-marketing-20-25-trieu--1719253-jv?source=searchResults&searchType=2&placement=1719253&sortBy=date
Digital MarketingUrgent job,Công Ty TNHH Wellness Lifestyle,Th??ng l??ng,Hà N?i,28/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Social Media, Digital Marketing, Online Marketing, SEO, Google Ads",https://www.vietnamworks.com/digital-marketing--1719408-jv?source=searchResults&searchType=2&placement=1719408&sortBy=date
[Remote] Th?c T?p Sinh SEO (Ti?ng Anh),Công Ty TNHH Timind,$123 - $205,Hà N?i,18/12/2023,M?i T?t Nghi?p,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Onpage SEO, Offpage SEO, Content SEO, Ti?ng Anh, Nghiên C?u T? Khóa",https://www.vietnamworks.com/remote-thuc-tap-sinh-seo-tieng-anh--1726311-jv?source=searchResults&searchType=2&placement=1726311&sortBy=date
Junior Digital Content Analyst (Fluent In English),Công Ty C? Ph?n Estuary,Th??ng l??ng,H? Chí Minh,18/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Content Marketing, English, Google Analytics, Digital Content Development, Content Management",https://www.vietnamworks.com/junior-digital-content-analyst-fluent-in-english-1716100-jv?source=searchResults&searchType=2&placement=1716100&sortBy=date
Manager Digital Marketing,British University Vietnam (Buv),Th??ng l??ng,Hà N?i,18/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Advertising, SEO, Branding Campaign, Digital Content Marketing, Analytics Tools",https://www.vietnamworks.com/manager-digital-marketing--1726280-jv?source=searchResults&searchType=2&placement=1726280&sortBy=date
Digital Planner Manager,Công Ty TNHH Adtek Technology,Th??ng l??ng,H? Chí Minh,18/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Media Planning, Advertising Optimization, Display Network Ads, Campaign Management, Campaign Strategy Development",https://www.vietnamworks.com/digital-planner-manager-1716134-jv?source=searchResults&searchType=2&placement=1716134&sortBy=date
Digital Marketing Manager,Công Ty TNHH Adtek Technology,Th??ng l??ng,H? Chí Minh,18/12/2023,Tr??ng phòng,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Digital Advertising, Optimize Performance, Media Planning, Social Network Development",https://www.vietnamworks.com/digital-marketing-manager--1716132-jv?source=searchResults&searchType=2&placement=1716132&sortBy=date
Digital Marketing,Công Ty TNHH Uniktech,$500 - $700,H? Chí Minh,18/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Digital Marketing, Truy?n Thông Qu?ng Cáo, Xây D?ng N?i Dung, Sáng T?o N?i Dung, Chi?n D?ch Truy?n Thông",https://www.vietnamworks.com/digital-marketing--1726184-jv?source=searchResults&searchType=2&placement=1726184&sortBy=date
Nhân Viên Digital MarketingUrgent job,Công Ty TNHH Vi?n Công Ngh? Cao Medinutri,$500 - $1000,Hà N?i,27/11/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Qu?ng Cáo Adwords, Google Ads Planner, Facebook Advertising, Promotion Campaign, Social Network Media",https://www.vietnamworks.com/nhan-vien-digital-marketing-313--1707131-jv?source=searchResults&searchType=2&placement=1707131&sortBy=date
Nhân Viên Livestream Bán Hàng,Công Ty TNHH Truy?n Thông Live Channel,$300 - $450,H? Chí Minh,18/12/2023,Nhân viên,"Ti?p Th?, Qu?ng Cáo/Truy?n Thông","Livestream Bán Hàng, Social, T? V?n Mua Hàng, Th??ng M?i ?i?n T?, Sáng T?o N?i Dung",https://www.vietnamworks.com/nhan-vien-livestream-ban-hang--1724689-jv?source=searchResults&searchType=2&placement=1724739&sortBy=date
