Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kinh nghiệm,Hình thức,Yêu cầu,Số lượng,Link
Vietnam Relationship Manager,38Fule Group,Trên 900 USD,Hà Nội,Hạn nộp hồ sơ: 20/12/2023,Trưởng chi nhánh,Biên / Phiên dịchMarketing / Truyền thông / Quảng cáoBán lẻ / bán sỉ,4 năm,Toàn thời gian,"Good English (especially listening, speaking)Good presentation skillTranslation, Interpret skill",1 người,https://www.topcv.vn/viec-lam/vietnam-relationship-manager/1176846.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056453
Editor (Có Đào Tạo Thêm),Công ty Cổ phần Lotus Media,7.6 - 10 triệu,Hà Nội,Hạn nộp hồ sơ: 01/01/2024,Nhân viên,Báo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáoMỹ thuật / Nghệ thuật / Điện ảnh,Dưới 1 năm,Toàn thời gian,"Giới tính: Nam / Nữ (ưu tiên nữ)Tuổi: 18 – 26 tuổiCó kinh nghiệm từng edit videoBiết sử dụng các công cụ và phần mềm chỉnh sửa video như: Adobe Premiere, Photoshop, Final Cut Pro, After EffectsCó khả năng teamwork, biết lắng nghe ý kiến đóng gópCảm thụ âm nhạc và màu sắc tốt là một lợi thế",1 người,https://www.topcv.vn/viec-lam/editor-co-dao-tao-them/1176861.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056453
Nhân Viên Sale Online,CÔNG TY TNHH DR.HOMIE VIỆT NAM,10 - 15 triệu,Hà Nội,Hạn nộp hồ sơ: 20/12/2023,Nhân viên,Kinh doanh / Bán hàngMarketing / Truyền thông / Quảng cáoBán lẻ / bán sỉ,1 năm,Toàn thời gian,"• Sử dụng được word, excel cơ bản.• Nhanh nhẹn, chăm chỉ• Ưu tiên có kinh nghiệm bán hàng online",3 người,https://www.topcv.vn/viec-lam/nhan-vien-sale-online/1177210.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056453
Phát Triển Đối Tác (Partner Development),CÔNG TY CỔ PHẦN CÔNG NGHỆ LENGKENG,Thoả thuận,"Hồ Chí Minh, Hà Nội",Hạn nộp hồ sơ: 20/12/2023,Nhân viên,Marketing / Truyền thông / Quảng cáoHàng tiêu dùngThiết kế nội thất,2 năm,Toàn thời gian,"3. Yêu cầu ứng viên- Có từ 02 năm với vai trò Phát triển thị trường/đối tác, Quản lý/Giám sát bán hàng, ... (hoặc vị trí tương đương) tại các ngành hàng tiêu dùng, truyền thông, quảng cáo,...- Thích hợp nhất với ứng viên có kiến thức/ hiểu biết về sản phẩm quảng cáo ngoài trời (LED/ LCD/ Moving Ads/ Billboard, ...).- Sẵn sàng di chuyển thường xuyên và đi công tác (nếu cần).- Làm việc dưới áp lực cao và có trách nhiệm. - Có thể đi làm ngay.",5 người,https://www.topcv.vn/viec-lam/phat-trien-doi-tac-partner-development/1177282.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056453
Nhân Viên Ecommerce Quản Lý Tài Khoản Amazon Mỹ,Công ty TNHH VinhMedia,7 - 9 triệu,Nghệ An,Hạn nộp hồ sơ: 31/12/2023,Nhân viên,Công nghệ thông tinIT phần mềmMarketing / Truyền thông / Quảng cáoViệc làm IT,Không yêu cầu kinh nghiệm,Toàn thời gian,"- Trình độ Tiếng Anh: Kỹ năng Đọc - Viết tiếng Anh khá- Ưu tiên ứng viên đã có kinh nghiệm sale hoặc SEO lĩnh vực thương mại điện tử, marketing- Sử dụng máy tính và các phần mềm tin học văn phòng",2 người,https://www.topcv.vn/viec-lam/nhan-vien-ecommerce-quan-ly-tai-khoan-amazon-my/1177162.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056453
Chuyên Viên Content Viral,CÔNG TY CỔ PHẦN ĐẦU TƯ HBR HOLDINGS,10 - 12 triệu,Hà Nội,Hạn nộp hồ sơ: 01/01/2024,Nhân viên,Marketing / Truyền thông / Quảng cáoBáo chí / Truyền hìnhNgành nghề khác,Dưới 1 năm,Toàn thời gian,"Có > 1 năm kinh nghiệm trong lĩnh vực quản lý và phát triển nội dung trên các nền tảng mạng xã hội. Hiểu biết về cách làm nội dung Facebook, nội dung Website, kinh nghiệm viết bài PR.Hiểu biết về các nền tảng truyền thông, các xu hướng nội dung và cách tạo ra nội dung thu hút. Kỹ năng biên tập nội dung và biên tập video cơ bản (canva, capcut). Kỹ năng quản lý và tổ chức công việc tốt, có khả năng làm việc độc lập và trong nhóm.",1 người,https://www.topcv.vn/viec-lam/chuyen-vien-content-viral/1146215.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056453
Nhân Viên Kinh Doanh Chuỗi Nhà Hàng Nhượng Quyền,Công ty TNHH BBQ Việt Nam,Trên 8 triệu,Hà Nội,Hạn nộp hồ sơ: 31/12/2023,Nhân viên,Kinh doanh / Bán hàngKhách sạn / Nhà hàngMarketing / Truyền thông / Quảng cáo,2 năm,Toàn thời gian,"- Tốt nghiệp trình độ cao đẳng, đại học, ưu tiên chuyên ngành Marketing, quản trị kinh doanh, tài chính …- Có kinh nghiệm làm sale 02 năm trở lên ở vị trí tương đương về franchise.- Có kỹ năng bán hàng, - Lập kế hoạch làm việc, thuyết phục, đàm phán, - Kỹ năng thu thập thông tin thị trường và đối thủ cạnh tranh",1 người,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-chuoi-nha-hang-nhuong-quyen/865547.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056453
Nhân Viên Content Marketing,Công ty TNHH Shero Việt Nam,8 - 12 triệu,Hà Nội,Hạn nộp hồ sơ: 20/12/2023,Nhân viên,Marketing / Truyền thông / Quảng cáoY tế / Dược,Dưới 1 năm,Toàn thời gian,"Tốt nghiệp các khoa Marketing, Báo chí tuyên truyền,.........Ưu tiên kinh nghiệm 3-6 tháng Không có kinh nghiệm sẽ được đào tạoCó khả năng viết lách tốt, ưu tiên tốt nghiệp các trường đại học, cao đẳng chuyên ngành: báo chí, marketing... có am hiểu về SEOCó kỹ năng tìm kiếm thông tin và xử lý thông tin thành thạoTư duy sáng tạo, kỹ năng giao tiếp tốt, nhanh nhẹn, chủ động trong công việc, thích nghi tốtBiết sử dụng các phần mềm thiết kế ảnh và video : Canvas, Photoshop, Camtasia...là lợi thếNăng động, trách nhiệm, yêu thích viết lách và sáng tạo nội dungCởi mở, vui vẻ, chủ động trong công việc, có tinh thần đồng đội cao ",3 người,https://www.topcv.vn/viec-lam/nhan-vien-content-marketing/1177161.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056453
Business Development Executive,CÔNG TY CỔ PHẦN BLUESEED,Thoả thuận,Hà Nội,Hạn nộp hồ sơ: 20/12/2023,Nhân viên,Marketing / Truyền thông / Quảng cáoKinh doanh / Bán hàngNgành nghề khác,1 năm,Toàn thời gian,"Trên 6 tháng kinh nghiệm trong mảng Sale tại AgencyƯu tiên ứng viên kinh nghiệm ở vị trí tương đương trong ngành digital marketing.Có kinh nghiệm quản lý quan hệ khách hàng trong ngành marketing và quảng cáo.Có nền tảng kiến thức về các kênh digital bao gồm Facebook, Google, Youtube, Adnetwork.  Thành thạo các kỹ năng saleThành thạo các phần mềm làm việc văn phòng (PowerPoint, Word, Excel...)Thành thạo tiếng anh là 1 lợi thế   ",3 người,https://www.topcv.vn/viec-lam/business-development-executive/1176196.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056453
Nhân Viên Marketing,Nhà Thuốc Khải Hoàn,7 - 9 triệu,Bình Thuận,Hạn nộp hồ sơ: 30/12/2023,Nhân viên,Marketing / Truyền thông / Quảng cáo,Dưới 1 năm,Toàn thời gian,"Ưu tiên các bạn đã qua môi trường digital marketingCó khả năng viết bài, tư duy thay đổi theo nhu cầu thị trườngTrẻ trung, tự tin, năng động biết học cập nhật thêm kiến thức",1 người,https://www.topcv.vn/viec-lam/nhan-vien-marketing/1176980.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056453
Leader Marketing Mỹ Phẩm Nhập Khẩu,Công ty TNHH Quốc tế Luminix,Trên 12 triệu,Hà Nội,Hạn nộp hồ sơ: 28/12/2023,Trưởng nhóm,Marketing / Truyền thông / Quảng cáoKinh doanh / Bán hàngBáo chí / Truyền hình,3 năm,Toàn thời gian,"Tốt nghiệp Đại học, cao đẳng chuyên ngành Marketing hoặc am hiểu và có kinh nghiệm về Marketing Có kinh nghiệm tối thiểu 3 năm trong lĩnh vực Marketing.Có kỹ năng quản lý nhóm, xây dựng truyền thông cho các sự kiện On/Offline của công ty.Nắm rõ kiến thức về SEO, Facebook Ads, Google Ads.Kỹ năng lên kế hoạch, trình bày.Tỉ mỉ, cẩn thận, trung thực, tác phong làm việc kỷ luật, chuyên nghiệp.Ưu tiên ứng viên có khả năng tiếng Anh.Thành thạo kĩ năng giao tiếp và đàm phán; Tạo dựng và duy trì mối quan hệ; Quản lí thời gian và lên kế hoạch",2 người,https://www.topcv.vn/viec-lam/leader-marketing-my-pham-nhap-khau/1177091.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056453
Nhân Viên Thiết Kế / Grapic Desinger Full-Time,CÔNG TY TNHH DƯỢC PHẨM ZIO PHARMA,Tới 15 triệu,Hà Nội,Hạn nộp hồ sơ: 31/12/2023,Nhân viên,Marketing / Truyền thông / Quảng cáoMỹ thuật / Nghệ thuật / Điện ảnhThiết kế đồ họa,1 năm,Toàn thời gian,"Có kinh nghiệm thực tế  1 năm thiết kế, nhãn hàng , web, banner, poster, ấn phẩm cho công ty và banner cho các shop trên sàn thương mại điện tử Sử dụng thành thạo Canva, Ps, Ai,....Năng động và hiểu xu hướng đồ hoạ mới nhất trên các nền tảng mạng xã hội.Hiểu phong cách và yêu cầu khác nhau của video trên từng nền tảng mạng xã hội Có kiến thức về kỹ thuật hình ảnh, ánh sáng.",1 người,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-grapic-desinger-full-time/1177154.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056453
Nhân Viên Digital Marketing,Công ty TNHH Phavila Việt Nam,Thoả thuận,Hồ Chí Minh,Hạn nộp hồ sơ: 21/12/2023,Nhân viên,Marketing / Truyền thông / Quảng cáo,Dưới 1 năm,Toàn thời gian,"- Là sinh viên Đại học/Cao đẳng ngành Marketing hoặc các ngành có liên quan.- Yêu thích, có định hướng nghề nghiệp liên quan đến Marketing (SEO, Branding, Ads..,) - Có tinh thần trách nhiệm trong công việc, ham học hỏi tìm hiểu.- Có kinh nghiệm là một lợi thế.",1 người,https://www.topcv.vn/viec-lam/nhan-vien-digital-marketing/1177046.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056453
Nhân Viên Kinh Doanh,bePOS,15 - 25 triệu,"Hà Nội, Hồ Chí Minh",Hạn nộp hồ sơ: 31/01/2024,Nhân viên,Kinh doanh / Bán hàngMarketing / Truyền thông / Quảng cáo,1 năm,Toàn thời gian,"Kinh nghiệm bán hàng, B2B. kinh nghiệm sale trên 1 năm . thái độ cầu tiến , ham học hỏi Chăm sóc khách hàng và giao tiếp tốt.Trung thực và sẵn sàng thích ứng với thay đổi.",1 người,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh/589131.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056453
Nhân Viên Kinh Doanh Phần Mềm,Sapo chi nhánh Dak Lak,8 - 20 triệu,Đắk Lắk,Hạn nộp hồ sơ: 20/12/2023,Nhân viên,Kinh doanh / Bán hàngIT phần mềmMarketing / Truyền thông / Quảng cáoViệc làm IT,1 năm,Toàn thời gian,"Nam/Nữ tốt nghiệp trung cấp trở lênCó kinh nghiệm Sale thị trường trên 1 năm hoặc có kinh nghiệm TeleSale trên 1 nămHoạt ngôn, có kỹ năng đàm phán, thuyết phục.Có đam mê với kinh doanh và mong muốn nâng cao kiến thức về kinh doanhCó Laptop và Phương tiện di chuyển.Ưu tiên ứng viên từng Sale phần mềm",3 người,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-mem/1176516.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056453
Trưởng Phòng Kinh Doanh Sự Kiện,Công ty cổ phần Phát triển Golden Smile,Thoả thuận,Hồ Chí Minh,Hạn nộp hồ sơ: 20/12/2023,Trưởng/Phó phòng,Tổ chức sự kiện / Quà tặngDu lịchMarketing / Truyền thông / Quảng cáo,Trên 5 năm,Toàn thời gian,"- Tốt nghiệp đại học chuyên ngành Marketing, Quản trị kinh doanh hoặc ngành liên quan.- Kĩ năng đàm phán và thuyết trình thành thạo- Kĩ năng tạo dựng và duy trì mối quan hệ tốt- Kĩ năng quản lí thời gian và lên kế hoạch, phân tích và xử lí tình huống tốt- Tiếng anh tốt- Đam mê công việc và giàu ý tưởng sáng tạo.",1 người,https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh-su-kien/1176116.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056462
Nhân Viên Kinh Doanh,Công ty TNHH Dịch vụ Giải trí & Truyền thông Juno,Thoả thuận,Bình Thuận,Hạn nộp hồ sơ: 31/12/2023,Nhân viên,Du lịchDịch vụ khách hàngMarketing / Truyền thông / Quảng cáo,Dưới 1 năm,Thực tập,"- Độ tuổi từ 20 đến 30 tuổi;- Trình độ: tốt nghiệp Trung cấp trở lên;- Có khả năng giao tiếp tốt, có kỹ năng bán hàng, chăm sóc khách hàng, thuyết phục khách hàng, khả năng hoạt động độc lập;- Lý lịch rõ ràng, không có tiền án tiền sự;",12 người,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh/880535.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056462
Business Development Manager,CÔNG TY CỔ PHẦN TRUYỀN THÔNG CÔNG NGHỆ NETLINK VIỆT NAM,30 - 40 triệu,"Hà Nội, Hồ Chí Minh",Hạn nộp hồ sơ: 31/12/2023,Quản lý / Giám sát,Kinh doanh / Bán hàngBáo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáo,2 năm,Toàn thời gian,"- Hiểu biết về Hệ sinh thái Google Display Networks, Google AdSense, Ad Exchange, DFP.- Đạt chứng chỉ NPM và MCM của Google.- Có kiến thức về cách thức hoạt động các mạng Ad Networks- Tối thiểu 2 năm cùng lĩnh vực và 1 năm làm quản lý- Tin học: Hiểu biết cơ bản về sử dụng các chương trình Office, Analytics (Google Analytics, Alexa, Similar Web)- Tiếng Anh: Đọc, Viết, Giao tiếp tốt (IELTS tối thiểu 6.0)- Kỹ năng: quản lý đội nhóm, Kỹ năng giao việc và kiểm soát công việc, đàm phán, thuyết trình- Chủ động, nhanh nhẹn, thân thiện, chịu được áp lực cao và có khả năng tiếp thu kiến thức mới nhanh- Ưu tiên các ứng viên am hiểu và thành thạo về ...",1 người,https://www.topcv.vn/viec-lam/business-development-manager/1096547.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056462
Nhân Viên Kinh Doanh Lĩnh Vực Mẹ Và Bé,Công ty TNHH MTV Siêu Thị Hùng Vương,6 - 10 triệu,Phú Thọ,Hạn nộp hồ sơ: 31/12/2023,Nhân viên,Marketing / Truyền thông / Quảng cáoKhách sạn / Nhà hàngKế toán / Kiểm toán,Không yêu cầu kinh nghiệm,Toàn thời gian,"- Ưu tiên các ứng viên được đào tạo tại các trường đại học, cao đẳng về quản trị kinh doanh, tài chính kế toán, marketing truyền thông,...- Có kinh nghiệm là cửa hàng trưởng hoặc nhân viên bán hàng (là 1 lợi thế)- Độ tuổi từ 20 đến 32- Thái độ làm việc chuyên nghiệp- Kỹ năng giao tiếp tốt, tác phong nghiêm túc.",3 người,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-linh-vuc-me-va-be/1176884.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056462
Thực Tập Sinh Điều Phối - Phát Triển Kinh Doanh,CÔNG TY CP PHÁT TRIỂN CÔNG NGHỆ ỨNG DỤNG FITPRO,2 - 3 triệu,Hà Nội,Hạn nộp hồ sơ: 20/12/2023,Thực tập sinh,Thư ký / Trợ lýGiáo dục / Đào tạoMarketing / Truyền thông / Quảng cáo,Dưới 1 năm,Bán thời gian,"- Chăm chỉ, chưa có kinh nghiệm sẽ được đào tạo- Nhân viên trẻ, nhiệt huyết với công việc- Có laptop cá nhân- Tiếng anh giao tiếp",2 người,https://www.topcv.vn/viec-lam/thuc-tap-sinh-dieu-phoi-phat-trien-kinh-doanh/886738.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056462
Nhân Viên Content Marketing,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG PUSH,Trên 8 triệu,Hà Nội,Hạn nộp hồ sơ: 20/12/2023,Nhân viên,Báo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáoNhân sự,1 năm,Toàn thời gian,"● Tốt nghiệp Cao đẳng/Đại học chuyên ngành Báo chí/Truyền thông/Marketing...● Ứng viên có tối thiểu 6 tháng kinh nghiệm trở lên về viết nội dung quảng cáo Facebook, PR, Landingpage, viết báo, v.v....● Yêu chữ, “khó tính” về chính tả, ngữ pháp, cách diễn đạt, muốn đắm chìm trong viết lách, sáng tạo● Có kỹ năng chỉnh sửa hình ảnh, cắt ghép video là một lợi thế● Có thẩm mỹ tốt, nhạy bén với xu hướng mới● Sáng tạo, có phong cách, cá tính● Chủ động, nhanh nhẹn và có trách nhiệm trong công việc, khả năng chịu được áp lực cao trong công việc",1 người,https://www.topcv.vn/viec-lam/nhan-vien-content-marketing/368005.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056462
Nhân Viên Quay Dựng Video,Công ty cổ phần thương mại Nội thất Nguyễn Kim,Trên 10 triệu,Hà Nội,Hạn nộp hồ sơ: 20/12/2023,Nhân viên,Báo chí / Truyền hìnhMarketing / Truyền thông / Quảng cáoMỹ thuật / Nghệ thuật / Điện ảnh,1 năm,Toàn thời gian,"Có nền tảng về truyền thông, mỹ thuật, thiết kế đồ họa, nhiếp ảnh, công nghệ thông tin là lợi thế.Biết sử dụng máy quay, thành thạo các kỹ thuật quay phim.Thành thạo phần mềm chỉnh sửaHiểu và sử dụng tốt các nền tảng video, phim truyện như Youtube, v.v.",2 người,https://www.topcv.vn/viec-lam/nhan-vien-quay-dung-video/952919.html?ta_source=JobSearchList_LinkDetail&u_sr_id=4Idcmcl5oLyuL9iHnPGpcP3HJQmgGqkAH2a3rGTD_1703056462
